INDEX_ESTUDIANTE ,ESTRATO,EDAD,GENERO, DEMOGRAFIA SOCIO FAMILIAR,PROBLEMÁTICAS SOCIO FAMILIARES,ESTABILIDAD SOCIO-AFECTIVAS, LOS HÁBITOS DE ESTUDIO ,ESTILO DE APRENDIZAJE ,ESTRATEGIA DE APRENDIZAJE ,ESPACIO PERSONAL ,R ESTUDIO TRABAJO,R TIME ESTUDIO TRABAJO ,HABITOS PSICO-ACTIVOS 
1875,2,22,0,3,0.3697373956,0.3044505585,0,0.1918187643,0.5154437586,0,1,2,0
1876,5,25,1,4,0.2320211846,0.2222346613,0.008928571429,0.6501653556,0.874415318,0,0,1.142857143,0
1877,5,16,0,2,0.6411663099,0.6575455177,0.03571428571,0.1564582432,0.3821855924,0,0,1,0
1878,2,34,0,3,0.5811787753,0.7113685556,0,0.07772588599,0.8237685855,0,0,1.5,0.3333333333
1879,4,23,0,7,0.120745328,0.6090356926,0,0.2514672496,0.745415097,0,1,1,0.5
1880,5,34,1,7,0.6996436826,0.7370884284,0.008928571429,0.04564205639,0.6793116366,1,0,1.142857143,0.125
1881,3,21,0,5,0.3437971453,0.1672907901,0.01785714286,0.1176309344,0.5738529372,1,1,1.2,0.1666666667
1882,4,17,1,6,0.8342154779,0.3785495664,0.01785714286,0.6206096981,0.9431333069,0,0,1.5,0
1883,4,20,1,7,0.4650285814,0.2879260547,0.01785714286,0.007810213825,0.7492059679,0,1,1.714285714,0
1884,4,22,0,1,0.7296572648,0.5223691885,0.008928571429,0.3063807078,0.4788477882,1,0,3,0.25
1885,2,33,-1,2,0.96601073,0.9743093183,0.03571428571,0.05507634287,0.9823910562,1,0,1.5,-0.1428571429
1886,2,34,-1,2,0.8291002719,0.2164306217,0.01785714286,0.07066963594,0.289396518,1,1,1.5,-0.1
1887,3,33,-1,5,0.3067057282,0.1060906249,0.02678571429,0.1628961227,0.5888294728,0,0,0.75,-0.125
1888,5,27,1,2,0.1859668702,0.3137138842,0.02678571429,0.754377403,0.5145739221,0,1,1.5,-0.5
1889,5,25,0,6,0.875289785,0.5712474397,0.03571428571,0.5937722463,0.2403602732,0,0,1.142857143,0.5
1890,5,30,-1,7,0.8213249776,0.7847855367,0.02678571429,0.4732989162,0.241497195,1,0,1.714285714,0.1
1891,3,33,1,7,0.7983203861,0.05881895376,0.02678571429,0.1047195777,0.1286148619,0,0,1.5,0
1892,4,30,0,4,0.6823439287,0.05930550077,0,0.8342459893,0.07573512003,1,1,1.5,0
1893,2,17,1,1,0.2780048311,0.9206545463,0.008928571429,0.346553217,0.7806997791,0,0,0.75,-1
1894,3,24,-1,3,0.2606626918,0.6277303193,0,0.004592599528,0.9266138103,1,1,0.8571428571,0
1895,4,28,-1,3,0.4774878557,0.3477241292,0,0.7414047297,0.4465344925,0,1,1.333333333,-0.5
1896,2,34,-1,1,0.1899833233,0.3718539826,0.01785714286,0.7647988144,0.7745520823,1,0,1,0.1666666667
1897,2,18,-1,6,0.0406010937,0.7308103006,0,0.9457699058,0.5213552392,0,0,0.75,0
1898,5,22,-1,1,0.3704165299,0.2838408815,0.02678571429,0.3650324842,0.2027476561,0,1,1.5,-0.1111111111
1899,2,18,0,1,0.9306958155,0.2220724546,0.01785714286,0.5457016237,0.7292580245,1,0,1,-0.2
1900,3,33,1,4,0.9577598866,0.32425965,0.03571428571,0.1364978518,0.5661164572,0,0,1.2,0
1901,3,27,0,6,0.8346772669,0.9027716155,0.03571428571,0.8018475728,0.7361330387,1,0,1.5,-1
1902,1,33,-1,5,0.7380826725,0.7159872341,0.008928571429,0.5717858337,0.9474287619,1,0,1.2,0.2
1903,4,32,-1,1,0.193212844,0.5474702282,0.02678571429,0.03461817541,0.8042240862,1,1,1,-0.25
1904,2,29,-1,7,0.2952021931,0.3877563411,0.03571428571,0.7921482146,0.608817473,0,1,1.333333333,0
1905,2,35,-1,1,0.3857102847,0.1947514147,0.01785714286,0.8179611786,0.9764970952,0,1,1.5,-0.1666666667
1906,3,25,0,6,0.01871602066,0.09298305444,0.008928571429,0.6281031863,0.8153561663,1,0,1.5,0
1907,5,31,0,6,0.4778477079,0.7617889292,0,0.2224877554,0.8770578663,1,1,2,0.25
1908,2,19,-1,1,0.425429221,0.8201212661,0.02678571429,0.7276195932,0.4996931273,0,1,1.2,0
1909,5,20,1,3,0.5983453165,0.9321681234,0.03571428571,0.3378963637,0.4334377327,1,0,1.6,-0.2
1910,1,20,1,7,0.7438873931,0.9733130463,0,0.307089363,0.8006348068,1,1,1,-0.1
1911,4,34,-1,5,0.6778413051,0.8948120097,0.01785714286,0.6179982602,0.9264528972,0,0,2.4,0
1912,1,34,-1,5,0.9912706155,0.7890770553,0.008928571429,0.1175458641,0.5763261803,1,1,1.333333333,0.25
1913,5,34,0,1,0.2930832893,0.09268055261,0.03571428571,0.8707668025,0.6217061496,0,0,0.75,-0.125
1914,4,35,0,7,0.3394736821,0.0281141282,0,0.5146609369,0.3308737717,1,1,1.333333333,0.1
1915,1,21,-1,3,0.4104624302,0.5634381932,0.03571428571,0.08668532849,0.5611736205,0,1,2.4,0
1916,3,20,0,5,0.8925190934,0.9623009824,0.03571428571,0.9078667649,0.8528808494,1,1,1.6,-0.3333333333
1917,4,19,0,1,0.2198632105,0.3152506021,0.01785714286,0.6216101325,0.7306226835,1,1,1.333333333,0
1918,5,21,0,5,0.7846230864,0.4962518977,0,0.3927923861,0.2307619769,1,0,2.4,0.125
1919,1,27,0,4,0.1579174551,0.3083773515,0.01785714286,0.3701189488,0.9651253021,1,0,1.333333333,0.1111111111
1920,4,33,1,1,0.945739352,0.2104950358,0.008928571429,0.7227396984,0.7526035194,0,1,1.6,0
1921,1,28,0,4,0.91344974,0.3207513354,0.008928571429,0.5609863907,0.4163301599,1,1,2,1
1922,1,25,1,2,0.8920898201,0.5887460053,0.03571428571,0.4891923595,0.7218384935,1,1,0.75,-0.125
1923,1,16,-1,7,0.3209729959,0.3111268035,0.03571428571,0.2414896376,0.8464758375,1,0,1.333333333,0
1924,5,30,-1,2,0.3902844129,0.4537600122,0.03571428571,0.1077638508,0.1125871944,1,0,2,0.5
1925,1,21,0,2,0.8237012713,0.888865991,0.03571428571,0.6895542449,0.2097786471,1,0,1.142857143,-0.1428571429
1926,5,30,0,4,0.9567338454,0.05296395145,0.02678571429,0.9533405253,0.6730268141,0,1,1.142857143,-1
1927,4,35,1,5,0.7282298816,0.4216176757,0.02678571429,0.1845258667,0.06560408364,1,0,0.75,0.1
1928,2,24,1,1,0.5151474597,0.5340552924,0.008928571429,0.3746228193,0.968825274,1,0,1.142857143,0
1929,2,33,-1,4,0.9907074356,0.9119987968,0.02678571429,0.2952017189,0.08289132241,1,0,2.4,0
1930,1,24,0,7,0.5043327489,0.06891563237,0,0.8213542451,0.5831036188,1,1,1.333333333,0.3333333333
1931,1,35,-1,4,0.3402756922,0.5372719799,0.03571428571,0.1086523593,0.8441876156,0,0,2,0.125
1932,2,16,-1,4,0.6510031516,0.3178156126,0.03571428571,0.524165934,0.3805579131,0,0,1.142857143,0.3333333333
1933,2,32,-1,1,0.3404491022,0.1416461168,0.02678571429,0.3606602218,0.05227562349,0,1,2,-0.5
1934,4,27,0,4,0.07695469666,0.580645577,0.01785714286,0.02344403398,0.2616244703,0,0,1.6,0
1935,1,27,-1,7,0.5529823325,0.7033132181,0.01785714286,0.9580243509,0.1540324539,1,0,2.4,0
1936,2,24,1,3,0.460269296,0.02283491537,0,0.9056127837,0.02263988346,0,0,1.2,-0.25
1937,3,26,1,7,0.4510479617,0.05615190699,0.03571428571,0.858631638,0.005507534322,1,1,0.75,1
1938,1,34,1,4,0.4139927651,0.06513387009,0.008928571429,0.7877548864,0.8789298203,1,0,1.142857143,0
1939,2,28,1,3,0.6380037535,0.8520242887,0.02678571429,0.1355499291,0.04928596526,1,0,1.5,0
1940,2,28,1,6,0.8652462906,0.02231614462,0.01785714286,0.4189791083,0.4631357351,1,1,1.5,0
1941,1,16,0,1,0.382837045,0.8109992353,0.008928571429,0.4693102346,0.2094315151,1,0,2,-0.1666666667
1942,2,29,0,1,0.02956249696,0.6092803901,0.03571428571,0.6231806389,0.9787070647,1,0,0.8571428571,0
1943,3,33,-1,2,0.4610687445,0.865248781,0.008928571429,0.4452392862,0.3394633092,1,1,0.8571428571,-0.1111111111
1944,5,24,1,2,0.08036816582,0.1065257208,0.008928571429,0.1859865738,0.950575009,0,0,2,-0.1
1945,4,35,1,6,0.877397266,0.4837650009,0,0.2717824143,0.2030817874,1,1,1.6,0.1428571429
1946,1,23,1,4,0.04731610094,0.002461839532,0.008928571429,0.04127676862,0.1881853493,0,0,0.75,0.1666666667
1947,4,16,1,2,0.6899519198,0.6297823941,0.008928571429,0.7571957927,0.1032572093,0,1,2,-0.25
1948,5,19,-1,3,0.05932588054,0.378779502,0.008928571429,0.701633186,0.1612756635,1,1,1.6,0.1666666667
1949,4,25,0,3,0.9113693714,0.7955923777,0.01785714286,0.1961391719,0.9897457091,0,0,1.714285714,0
1950,1,17,-1,6,0.2328285744,0.3578142903,0.03571428571,0.6236866141,0.7213916127,0,1,1.142857143,0.1111111111
1951,3,29,-1,7,0.2440458531,0.9594036715,0.008928571429,0.8192908006,0.1143891672,1,1,2,-0.1428571429
1952,5,18,0,6,0.2312998038,0.6275269436,0.01785714286,0.5342645734,0.7018723062,1,1,1.5,0
1953,3,32,1,2,0.2402648995,0.1795118337,0.02678571429,0.4772373356,0.6233532945,1,1,2.4,0
1954,2,28,0,3,0.4615620541,0.549808404,0.01785714286,0.9565347117,0.3499979061,1,0,0.75,0
1955,5,21,-1,3,0.7462457254,0.6801440364,0.008928571429,0.5780403914,0.2908001047,1,0,1.5,0
1956,4,29,-1,3,0.6827650588,0.1500886994,0.03571428571,0.6664008243,0.2256601966,1,0,1.333333333,0.2
1957,3,25,-1,4,0.1856630621,0.47316795,0,0.02389764834,0.4337912635,1,0,1.142857143,0
1958,1,21,-1,7,0.3770167073,0.4988488218,0.03571428571,0.3370302331,0.3141416335,0,1,3,-0.1666666667
1959,5,35,-1,4,0.2153974604,0.8169994444,0.01785714286,0.0284292364,0.7872668998,1,0,1.5,-0.1111111111
1960,4,30,-1,5,0.9423099041,0.6061421186,0.02678571429,0.5617379766,0.8035943063,0,0,1.142857143,-0.1
1961,5,26,-1,1,0.5060958027,0.6394859746,0,0.508929007,0.2539042624,1,1,2,0
1962,4,30,-1,6,0.7290277791,0.04554256962,0.02678571429,0.01006275719,0.6622017851,0,0,1.6,1
1963,1,29,1,3,0.1838490198,0.6806366413,0.02678571429,0.9884023369,0.3290705246,0,1,3,0.25
1964,3,30,0,4,0.2456338727,0.5503383712,0.03571428571,0.005656330451,0.6917585699,0,0,1.5,0.5
1965,2,28,-1,3,0.7475858554,0.7635388126,0.01785714286,0.09571971585,0.09785954901,0,0,0.8571428571,0.3333333333
1966,5,17,0,5,0.8362702943,0.8379462315,0.02678571429,0.01386085847,0.7438659519,0,0,1.6,0.1111111111
1967,1,26,1,7,0.8396837547,0.7317494719,0,0.2884735963,0.8306308096,0,0,1,0
1968,1,22,1,1,0.596369106,0.8334735527,0.01785714286,0.6972328128,0.8568467321,1,1,1.5,0
1969,3,22,-1,4,0.994218104,0.1373512245,0,0.04623852294,0.7962159022,0,0,1,0.1
1970,4,33,-1,2,0.7898838554,0.3045147547,0,0.5038241564,0.03492433936,1,0,0.8571428571,0
1971,5,19,-1,3,0.6770037081,0.3985715781,0.008928571429,0.6803747611,0.258061362,1,1,1.2,-0.2
1972,5,34,-1,3,0.09559450476,0.07042577012,0,0.4701683361,0.5596735151,0,0,1.5,-0.5
1973,2,24,1,4,0.4322873975,0.5266051191,0,0.003139235711,0.1174512135,0,1,2,0
1974,1,31,0,5,0.4067324658,0.4036400661,0.03571428571,0.6824277804,0.1450786291,1,0,3,-1
1975,3,33,0,7,0.4901698712,0.5396537417,0,0.300896756,0.07838782539,0,1,1.142857143,-0.2
1976,5,33,1,2,0.8888894308,0.8506084793,0.008928571429,0.8882045463,0.9539606212,0,1,1.6,0.1
1977,5,32,0,4,0.6034810105,0.7141859565,0,0.5052649181,0.8988676154,0,0,2,0
1978,5,27,1,2,0.551164767,0.4275802118,0.02678571429,0.1906374465,0.7516551884,0,1,1.5,0.1666666667
1979,2,18,0,6,0.3691953992,0.9793655948,0.02678571429,0.7780504545,0.4907113666,1,0,3,0
1980,4,27,1,3,0.674499727,0.3129803659,0.01785714286,0.7975198909,0.03361932408,1,0,1.2,0.1428571429
1981,3,25,0,7,0.6532172569,0.1352370431,0,0.2811984861,0.6717068949,1,0,1.2,-0.1428571429
1982,2,20,-1,1,0.2732427751,0.6942452106,0.008928571429,0.01256247262,0.3124634868,1,1,0.75,0
1983,1,34,1,5,0.6435270037,0.4976829303,0.008928571429,0.03640149996,0.9558884801,1,0,1.6,-0.3333333333
1984,5,23,-1,6,0.0296657506,0.1226902593,0.008928571429,0.2242570196,0.3564774125,0,0,1,0
1985,2,32,-1,4,0.2796763841,0.8568650993,0.02678571429,0.06960883764,0.1959728628,0,0,0.75,0.1428571429
1986,4,26,-1,1,0.2592578026,0.4847189481,0.03571428571,0.6101131733,0.7401422525,1,0,1.2,-0.1666666667
1987,4,24,0,7,0.4802385537,0.8286734593,0.02678571429,0.5469097548,0.3313369875,0,0,1.142857143,0.1111111111
1988,3,28,-1,1,0.8443883962,0.7702252697,0.03571428571,0.7797496664,0.7858751416,1,0,0.8571428571,0
1989,3,24,0,1,0.4572234503,0.3128668581,0.03571428571,0.1379927476,0.2198717973,0,0,1,0.1
1990,3,32,0,4,0.3569543897,0.07756085926,0.01785714286,0.1382178622,0.7681874953,1,1,1.5,-0.1666666667
1991,1,26,0,7,0.07020013128,0.6136954118,0.02678571429,0.173830993,0.1763677798,1,0,1,0
1992,1,28,1,5,0.902886098,0.4664688011,0.03571428571,0.4791794711,0.02378122492,1,1,1,0
1993,2,18,0,6,0.3448375993,0.07982329903,0.008928571429,0.3130141489,0.6469457086,0,1,2,0.2
1994,5,23,1,7,0.423234446,0.1928453291,0.03571428571,0.1936942996,0.5054581196,0,1,0.8571428571,0
1995,1,30,1,2,0.0320751109,0.865675116,0.008928571429,0.8972145385,0.5209802988,1,0,2.4,0
1996,4,34,-1,4,0.1227216013,0.7283648894,0.01785714286,0.591308261,0.9600568761,0,0,1.5,0.1666666667
1997,1,28,-1,4,0.09582523337,0.5756342848,0.02678571429,0.1959948056,0.1308875914,0,1,1,1
1998,5,25,0,7,0.4462153678,0.5895603307,0.02678571429,0.6221585738,0.6613061227,1,0,0.8571428571,0.1
1999,4,18,0,3,0.8290360059,0.3299307663,0,0.5342574976,0.5873490971,1,0,1,0.5
2000,2,20,0,7,0.1500547176,0.03992360248,0,0.8175953728,0.8322216265,1,1,1.333333333,0
2001,1,31,0,3,0.5595098046,0.8750433906,0,0.3162110119,0.9236916121,0,1,1.6,-0.1111111111
2002,2,17,0,5,0.8163675334,0.9594015572,0.03571428571,0.4473946404,0.1275805215,1,1,1.6,-0.3333333333
2003,5,27,0,7,0.6268802985,0.1748616927,0.02678571429,0.1462525696,0.6182676556,1,0,1.6,0
2004,4,16,-1,4,0.916703268,0.7320919142,0.02678571429,0.748422915,0.8785520648,1,0,3,0.3333333333
2005,3,17,1,1,0.1087540514,0.8689288293,0.008928571429,0.2725028823,0.5772055094,0,1,1.714285714,0.2
2006,4,20,0,2,0.7630578917,0.6281615671,0,0.9963957508,0.02660485005,0,1,2,1
2007,1,34,0,7,0.1247650231,0.7124238575,0.01785714286,0.1000930624,0.1006054468,1,1,1.714285714,-0.1111111111
2008,4,17,0,7,0.390671154,0.4525532371,0,0.1623168401,0.5745710417,1,1,1.5,0
2009,3,25,0,1,0.03908501272,0.745113495,0.008928571429,0.4303047037,0.8413163188,1,0,0.75,0
2010,5,16,0,7,0.3331784332,0.9128284855,0.03571428571,0.7708286113,0.9758307766,1,1,3,0.1428571429
2011,3,27,1,1,0.4610691352,0.3336635121,0,0.7542754296,0.2743719399,0,0,1.5,0
2012,1,20,1,7,0.0965290609,0.2928077736,0.03571428571,0.3209650239,0.6689606724,1,0,0.75,-0.3333333333
2013,2,27,-1,7,0.1658563051,0.2381728428,0.03571428571,0.4765557946,0.8139145641,1,0,1.142857143,0.1666666667
2014,4,18,0,5,0.8676391966,0.2881717741,0.03571428571,0.5619602584,0.1802205395,0,1,0.75,0
2015,5,34,-1,2,0.3369310043,0.5486830498,0,0.4590658791,0.8892716681,0,0,1.142857143,-0.25
2016,5,31,-1,6,0.04550982124,0.8049253047,0.008928571429,0.9684982785,0.07966036994,1,1,1,-0.1
2017,5,21,0,7,0.3952958655,0.2841969725,0.02678571429,0.08905327343,0.07844660969,1,1,1.333333333,-0.25
2018,3,24,-1,5,0.7293576531,0.7910076947,0.01785714286,0.721126221,0.04251396765,1,0,1,-0.5
2019,4,28,0,7,0.008797753164,0.9432643593,0,0.99897438,0.7106728138,1,1,1.714285714,0
2020,4,19,0,3,0.497407219,0.7741504216,0,0.2679135415,0.2743862994,1,1,1.5,0
2021,5,25,-1,3,0.1634516549,0.6236889423,0.03571428571,0.1496594247,0.2142781295,0,0,1.333333333,0.1111111111
2022,3,18,0,1,0.0529777171,0.3335002589,0.008928571429,0.3816080574,0.2793862099,0,0,1.2,-0.3333333333
2023,1,27,0,2,0.7788623684,0.005976301427,0,0.7629062344,0.2857009283,1,1,1.2,-1
2024,2,23,0,7,0.4773431478,0.7160802293,0,0.4006832498,0.04203646423,0,0,1.2,0
2025,5,19,0,2,0.7239618934,0.5217584216,0.02678571429,0.3223783318,0.6832564689,0,1,1.2,-0.5
2026,4,16,1,7,0.5219026749,0.8087683796,0.03571428571,0.7803272723,0.04810437668,0,1,1,-1
2027,1,22,0,7,0.05855300025,0.1399453467,0.008928571429,0.8033371963,0.9577084436,0,0,1.5,0.5
2028,5,24,-1,7,0.1901951265,0.6384225855,0,0.0175085032,0.5624211023,1,1,1.5,-0.1
2029,3,22,1,6,0.3212405138,0.1194959037,0.01785714286,0.4276675477,0.682773253,1,0,1.2,-0.25
2030,2,28,-1,3,0.6323287342,0.05273301896,0.008928571429,0.6490514405,0.3236431679,0,1,1.5,-0.2
2031,5,21,1,6,0.9952786718,0.752568799,0.03571428571,0.5405855246,0.06366001639,0,1,1.6,0
2032,5,17,1,6,0.4139523614,0.6473827547,0.008928571429,0.1588379474,0.4014855122,0,0,3,0.2
2033,2,31,-1,4,0.3100819454,0.9938900646,0.008928571429,0.8734523578,0.1112927802,1,1,2,0.1666666667
2034,4,31,-1,7,0.5768169353,0.8755531572,0,0.9348480686,0.7203201777,0,0,2,0.3333333333
2035,2,30,1,7,0.03642418751,0.1143025302,0,0.1817303456,0.6640123289,0,0,1.5,0
2036,4,33,0,7,0.6104952469,0.487515052,0.008928571429,0.6631881592,0.4976683705,0,1,2,0
2037,3,19,0,3,0.2758548735,0.2858762725,0.03571428571,0.4511616604,0.3167260606,0,0,1.142857143,-0.3333333333
2038,1,28,-1,3,0.7715425905,0.4941629084,0.03571428571,0.8683097959,0.1248642072,0,0,2.4,0.5
2039,4,33,1,7,0.6571260159,0.6942563106,0,0.9559524142,0.03845643234,1,1,0.8571428571,0
2040,4,19,1,7,0.8682697447,0.08141518192,0.008928571429,0.4494654786,0.3622656335,1,1,1.2,0.5
2041,4,17,0,6,0.1713665851,0.2570818221,0.02678571429,0.07170647417,0.7911939099,1,1,0.75,-0.2
2042,3,32,-1,3,0.1617135671,0.7843360812,0.008928571429,0.6256147922,0.8994309445,1,0,1.5,0
2043,5,33,0,2,0.799650687,0.9156815222,0.03571428571,0.01905004794,0.5334293782,0,0,2.4,-0.1
2044,1,31,-1,3,0.8860545591,0.5819181536,0,0.3964035657,0.5926463244,0,1,2,0.1666666667
2045,4,22,-1,2,0.4171457664,0.35555975,0.008928571429,0.5016727013,0.4376370844,0,1,1.5,0
2046,5,30,0,1,0.7687497192,0.8263691653,0.02678571429,0.5267739826,0.02343150248,0,1,2.4,0
2047,3,26,0,1,0.3622352627,0.7285373487,0,0.3496095248,0.16859157,1,1,0.8571428571,0.2
2048,2,24,0,1,0.02049586924,0.3645055955,0.02678571429,0.8478942618,0.3918930558,1,0,1,0
2049,4,29,-1,6,0.8113040472,0.809278947,0.02678571429,0.8641024708,0.464395176,0,0,0.8571428571,0
2050,3,25,0,2,0.4906676043,0.2428869693,0.008928571429,0.8774570978,0.3721420429,0,0,1.142857143,-1
2051,4,29,0,5,0.3340392984,0.06917344042,0.02678571429,0.1477856597,0.6995044708,1,0,1,0
2052,5,32,-1,3,0.9523105632,0.7714153336,0.02678571429,0.04740442866,0.1019172648,0,0,1.2,0
2053,1,22,1,6,0.9633012912,0.4233662052,0,0.5910890575,0.363290222,1,0,1.2,0.5
2054,4,22,1,4,0.9337161723,0.8204399399,0.03571428571,0.1955775579,0.3779130664,0,1,1.6,-0.2
2055,3,16,-1,4,0.9003967605,0.1687684908,0,0.1548748184,0.5925333623,1,0,1.6,0
2056,3,20,0,3,0.7770357194,0.2714852516,0.01785714286,0.04783458061,0.7893248479,1,0,2,0
2057,4,20,1,2,0.8028539025,0.6330711244,0,0.6570125139,0.7949148957,0,0,3,0
2058,3,29,-1,5,0.03866061368,0.8684756629,0.03571428571,0.6663556762,0.5863991585,0,0,1.6,0
2059,4,19,-1,6,0.03884470916,0.7825154466,0.03571428571,0.9378397034,0.5955377589,1,1,3,-0.25
2060,1,23,-1,6,0.2959284494,0.02105263234,0.01785714286,0.8550897604,0.6742852134,1,1,0.8571428571,-0.5
2061,3,35,1,6,0.5208890033,0.9591518097,0,0.2815942203,0.5417393438,1,0,1.333333333,0.1666666667
2062,2,29,1,5,0.4692131425,0.6999316613,0.01785714286,0.2408690689,0.1055815685,1,1,1,0
2063,1,27,0,5,0.7914454376,0.7406462711,0.02678571429,0.5276709633,0.2842024586,0,0,1,0
2064,4,20,1,6,0.9710973849,0.6012686922,0.008928571429,0.7442969525,0.6623827295,0,1,3,0.5
2065,5,21,-1,4,0.0738616576,0.8258566182,0.01785714286,0.8710507429,0.9953147353,0,0,2.4,0.1666666667
2066,2,34,-1,6,0.1529611228,0.5171099895,0.03571428571,0.8331375032,0.6494571412,1,1,2,0
2067,3,19,-1,5,0.5327074662,0.7702398779,0.02678571429,0.8639478702,0.1289000299,1,0,1.333333333,0.125
2068,2,23,0,2,0.4161723572,0.9659779351,0.008928571429,0.8370173569,0.4279065564,0,1,1.2,0
2069,1,20,1,3,0.1259163973,0.2339020364,0.02678571429,0.7634780891,0.9182658191,1,1,1.5,0.2
2070,2,25,1,1,0.006744393262,0.8546589916,0,0.5795789538,0.8011191095,1,0,1.142857143,0
2071,4,32,1,4,0.1549496753,0.3033594458,0.03571428571,0.2801868696,0.2607654568,1,1,2,0.125
2072,1,21,-1,5,0.419797167,0.3618503061,0,0.145966048,0.404261167,0,1,0.75,0.3333333333
2073,5,31,0,7,0.01528835637,0.03182530243,0.02678571429,0.3612001578,0.4649281675,1,1,2,0.2
2074,3,24,-1,4,0.7387851557,0.5684010255,0,0.1022128365,0.2615567081,1,0,1.5,-0.1666666667
2075,5,27,-1,1,0.1642424333,0.9724156802,0.02678571429,0.7655428191,0.2182022719,1,0,1.5,-0.1111111111
2076,3,27,1,3,0.343955072,0.1787433834,0.01785714286,0.3806655907,0.6631566265,1,0,0.75,0
2077,1,27,-1,6,0.01200314114,0.4988155011,0.03571428571,0.4681654412,0.6564012356,1,1,2,0.1111111111
2078,3,23,0,1,0.6989756223,0.1644091099,0.03571428571,0.1632747655,0.2108518001,1,0,0.8571428571,-1
2079,4,23,0,7,0.2200980347,0.6977554845,0.01785714286,0.9581548988,0.526328926,0,0,2.4,0
2080,4,28,1,3,0.302614725,0.3533112504,0.01785714286,0.8631239606,0.008963743995,0,1,1,0.3333333333
2081,5,17,1,3,0.7833490291,0.640604136,0.01785714286,0.1045787074,0.6864506178,0,0,1,-0.125
2082,5,34,1,4,0.04657997213,0.0371498703,0,0.01394721775,0.4875528811,0,0,0.75,-0.25
2083,5,27,0,1,0.660872234,0.6953258106,0.03571428571,0.7639056295,0.001912770919,0,1,1.714285714,0
2084,3,34,1,6,0.8084096736,0.08266506782,0.008928571429,0.9270416083,0.6780967308,1,1,1.714285714,0
2085,1,17,0,6,0.6017589161,0.007222396998,0.008928571429,0.7438054724,0.5841086383,1,1,1.6,-0.1
2086,1,28,1,2,0.02120878586,0.9286739488,0.02678571429,0.1236984933,0.08985783538,1,1,0.8571428571,0
2087,5,16,-1,3,0.0343776426,0.3738649658,0,0.1515874352,0.1851283312,0,1,1.2,-0.1
2088,2,33,-1,2,0.5760420557,0.2074302668,0.008928571429,0.1672164366,0.8155114733,0,0,1.6,-0.2
2089,1,34,-1,1,0.4166533623,0.9674092543,0.008928571429,0.8081882855,0.8769853053,0,1,1.5,1
2090,4,23,-1,7,0.8382754168,0.6327489537,0.008928571429,0.8292625371,0.5188386777,1,1,0.8571428571,0.1111111111
2091,3,32,1,1,0.5994987522,0.9514246084,0.03571428571,0.0514486782,0.2770159037,1,1,3,-0.1
2092,4,24,-1,4,0.8908268222,0.6948335148,0.02678571429,0.8677291518,0.4013848642,0,1,1.2,0.1
2093,3,24,0,5,0.467460543,0.2191808078,0,0.370766259,0.9862162696,1,1,1.5,-0.1428571429
2094,1,26,-1,5,0.6842460559,0.6484944448,0.008928571429,0.7635799277,0.7192929821,1,0,1.142857143,0
2095,3,19,-1,5,0.1796374997,0.7001276008,0.01785714286,0.3788168221,0.4078049165,1,0,2,-0.2
2096,4,23,0,7,0.3892701483,0.1924923147,0.01785714286,0.8681560949,0.5207669105,0,0,1,0
2097,2,27,-1,2,0.6394426505,0.8795478724,0,0.338990272,0.1396383836,1,1,1.142857143,0
2098,2,33,-1,7,0.4598459382,0.1374923497,0.01785714286,0.7150609765,0.8279081771,0,1,2,-0.2
2099,5,27,1,4,0.6326070465,0.02591836314,0.008928571429,0.0179734477,0.9763060514,0,1,1.333333333,0.25
2100,1,18,1,4,0.2558016207,0.6323688401,0.008928571429,0.02647035466,0.8074739223,1,1,1.714285714,0.25
2101,5,20,-1,5,0.2571222585,0.7785954312,0.008928571429,0.9443775335,0.6141975169,1,0,1,0
2102,1,21,1,3,0.3109862682,0.1565101504,0.02678571429,0.8263194192,0.6112769224,1,0,1.5,-0.2
2103,3,35,0,4,0.5541311646,0.1066636151,0.03571428571,0.1336821954,0.1843651739,1,0,1,0
2104,2,21,-1,2,0.7157569219,0.3418886948,0,0.3054560311,0.5507175946,1,0,0.8571428571,1
2105,3,16,0,2,0.4720168,0.5841142681,0.008928571429,0.1286517648,0.1117571255,0,1,1.6,1
2106,1,33,0,6,0.5975277815,0.7248884248,0.02678571429,0.7690652983,0.3679022947,0,1,1.5,0.1111111111
2107,1,22,-1,2,0.6533948946,0.5473135633,0.03571428571,0.428747327,0.7429106731,1,0,2,-0.25
2108,5,24,0,4,0.2994336263,0.06551435589,0.01785714286,0.346374842,0.3289414816,0,1,0.75,0
2109,3,27,1,1,0.8320526346,0.1027015003,0.02678571429,0.4022658399,0.03439074501,0,1,1.714285714,0
2110,5,23,0,6,0.7790984062,0.8413083215,0.02678571429,0.7281342501,0.178684559,1,1,3,0.2
2111,4,34,1,1,0.5291318747,0.4649344755,0.02678571429,0.9357071045,0.04741585704,0,1,1.5,0
2112,5,34,-1,6,0.6655202346,0.7151023875,0,0.1992879179,0.1300629074,0,0,1.142857143,0.1111111111
2113,3,26,0,5,0.01944482548,0.5417231824,0,0.9553056535,0.3559048093,0,1,1.714285714,-0.1428571429
2114,2,34,1,3,0.7450343742,0.08906859829,0.01785714286,0.6926694849,0.7194813192,0,0,1.6,0.1666666667
2115,3,28,1,6,0.3335222106,0.5892758667,0.008928571429,0.6192429198,0.9106358655,1,1,0.75,0
